path,index0,index1,index2,index3,index4,index5,index6,index7,index8,index9
_102_9446391.png,[ 0.11095735 -0.65995723],[0.69178513 0.72210341],[-0.80274248 -0.06214618],[0.77330482 2.07397157],[-1.34733929 -0.84337653],[-0.41174991  1.42181406],[-0.23852057 -0.9554661 ],[-1.0948547   2.59365958],[-2.04138885  1.89696817],[0. 0.]
_103_1228565.png,[-0.68002068 -0.2432153 ],[ 0.38769708 -0.71310416],[0.2923236  0.95631946],[ 1.73533213 -1.15585423],[1.64771259 1.71930731],[ 2.13310933 -0.8014991 ],[2.04781597 0.93538382],[ 2.32153011e+00 -2.06771776e-03],[2.27888343 0.86637374],[0. 0.]
_103_1242567.png,[ 0.02037736 -0.66867925],[0.74490566 0.66716981],[-0.76528302  0.00150943],[0.60566038 2.06981132],[-1.70716981  0.96490566],[-0.13132075  1.92037736],[-1.57018868  1.41433962],[-0.23433962  2.18981132],[-1.17283019  1.87509434],[0. 0.]
_103_1911530.png,[ 0.6510917  -0.16681223],[0.13755459 0.78165939],[-0.78864629 -0.61484716],[-0.65764192  1.86768559],[-2.22183406 -0.26375546],[-1.09388646  2.04585153],[-2.10393013  0.62052402],[-1.66244541  1.38165939],[-2.18908297  0.73187773],[0. 0.]
_103_1934507.png,[ 0.29637306 -0.59378238],[0.49222798 0.87046632],[-0.78860104 -0.27668394],[-0.22279793  2.35336788],[-2.06321244  0.27979275],[-0.94715026  1.88082902],[-2.11606218  0.79896373],[-0.90984456  1.90259067],[-1.58445596  1.25906736],[0. 0.]
_103_2638717.png,[ 0.66596583 -0.17266754],[0.1022339  0.81287779],[-0.76819974 -0.64021025],[-0.73981603  1.85282523],[-2.24730618 -0.55505913],[-1.26333771  1.87017083],[-2.31668857  0.35085414],[-1.55111695  1.0935611 ],[-1.98002628  0.42102497],[0. 0.]
_103_2679559.png,[ 0.14318028 -0.69237729],[0.768152   0.28070572],[-0.91133228  0.41167157],[1.40601674 1.52793486],[-1.29744402  1.83329563],[1.22687175 1.98190455],[-0.53132775  2.17597829],[0.45532685 2.47116037],[-0.44582674  2.5729473 ],[0. 0.]
_103_2931805.png,[ 0.3039501  -0.62245322],[0.54719335 0.83700624],[-0.85114345 -0.21455301],[-0.04469854  2.38565489],[-2.03305613  0.42474012],[-0.80561331  1.97401247],[-2.06923077  0.94615385],[-0.80873181  2.07068607],[-1.62203742  1.48316008],[0. 0.]
_103_3889814.png,[-0.55878468 -0.38573316],[ 0.58177015 -0.61400264],[-0.02298547  0.9997358 ],[ 1.89352708 -0.73685601],[1.17225892 2.01347424],[ 2.30409511 -0.45627477],[1.7318362  1.33025099],[2.05125495 0.54081902],[1.8015852  1.26208719],[0. 0.]
_103_4179204.png,[-0.11294028 -0.67189893],[0.87595712 0.48238897],[-0.76301685  0.18950995],[0.987366   1.88246554],[-1.45558959  1.38284839],[0.29249617 1.91807044],[-1.20635528  1.74693721],[0.20980092 2.23966309],[-0.74578867  2.12251149],[0. 0.]
_103_6064346.png,[-0.5925144  -0.35911708],[ 0.51420345 -0.6378119 ],[0.07831094 0.99692898],[ 1.82994242 -0.83646833],[1.23109405 1.89289827],[ 2.16564299 -0.52610365],[1.73205374 1.16737044],[2.22840691 0.3243762 ],[2.0890595  1.27101727],[0. 0.]
_103_6458984.png,[-0.51820491 -0.4237934 ],[ 0.957663   -0.28789162],[-0.43945809  0.71168501],[2.46147333 0.63801863],[-0.14987299  2.08086367],[1.80355631 1.2641829 ],[0.39373412 2.17739204],[1.85944115 1.34419983],[1.06562235 1.94623201],[0. 0.]
_103_7144337.png,[ 0.41026757 -0.5403524 ],[0.26865347 0.96323689],[-0.67892104 -0.42288449],[-0.61431368  2.12616924],[-2.02588645 -0.11224712],[-1.21340004  1.67130737],[-2.15249075  0.34718295],[-1.39939091  1.69675876],[-1.99717207  1.02066565],[0. 0.]
_103_7362554.png,[ 0.61765339 -0.2803014 ],[0.25791173 0.76340151],[-0.87556512 -0.48310011],[-0.26264801  1.90204521],[-2.11948332  0.28740581],[-0.6818084   2.29407966],[-1.81528525  1.04757804],[-1.2320775   1.60688913],[-1.92249731  1.11087191],[0. 0.]
_103_7511408.png,[ 0.42947625 -0.4954933 ],[0.56613886 0.58903776],[-0.9956151  -0.09354446],[0.41120585 1.89427527],[-1.98587089  1.0319123 ],[0.20657734 2.25968331],[-1.35736906  1.62387333],[-0.67771011  2.12448234],[-1.41510353  1.85554202],[0. 0.]
_103_7853775.png,[-0.46804124 -0.49690722],[ 0.65979381 -0.48453608],[-0.19175258  0.9814433 ],[ 2.05360825 -0.22061856],[0.71958763 2.23092784],[2.2371134  0.21649485],[1.41443299 1.71752577],[2.00618557 0.93608247],[1.60618557 1.73608247],[0. 0.]
_103_8182588.png,[-0.51309771 -0.42910603],[ 0.59459459 -0.56756757],[-0.08149688  0.9966736 ],[ 2.00540541 -0.63243243],[1.03991684 2.02203742],[ 2.26673597 -0.28503119],[1.58814969 1.34033264],[2.26112266 0.6024948 ],[2.00852391 1.54116424],[0. 0.]
_103_8260655.png,[-0.65363968 -0.24092764],[ 0.3068499  -0.69701525],[0.34678978 0.93794288],[ 1.53403479 -1.07451149],[1.56560017 1.57247155],[ 1.97788276 -0.71183165],[2.01782263 0.92312648],[ 2.13764226 -0.17199914],[2.20463818 0.73180159],[0. 0.]
_103_8355347.png,[ 0.55805616 -0.36944832],[0.39374627 0.67616013],[-0.95180243 -0.30671181],[0.07110137 1.91117307],[-2.0780721   0.58773153],[-0.28739295  2.28340968],[-1.63951404  1.34236208],[-1.09101773  1.94284007],[-1.79127664  1.48994224],[0. 0.]
_103_8729437.png,[ 0.5550381 -0.3742591],[0.40262489 0.66215072],[-0.957663   -0.28789162],[0.138442   1.85859441],[-2.2938188   0.39796782],[-0.36833192  2.00465707],[-1.8149873   1.04191363],[-1.0592718   1.90304826],[-1.92167655  1.46740051],[0. 0.]
_103_9461837.png,[-0.43464637 -0.51432408],[ 0.64503133 -0.46329454],[-0.21038496  0.97761862],[ 1.92882722 -0.23097583],[0.65711728 2.12309758],[2.11280215 0.1396598 ],[1.32050134 1.58728738],[1.90599821 0.88361683],[1.53133393 1.70546106],[0. 0.]
_104_1085023.png,[-0.29357798 -0.68807339],[0.83486239 0.55045872],[-0.5412844   0.13761468],[-0.66972477  1.89908257],[-1.72477064  1.08256881],[-2.02752294  3.09174312],[-2.77981651  1.26605505],[-0.05504587  3.18348624],[-0.7706422   2.56880734],[0. 0.]
_104_1789244.png,[ 0.67617579 -0.34232845],[0.32228219 0.39784117],[-0.99845798 -0.05551272],[0.86815729 1.7463377 ],[-0.461835    1.62606014],[1.26599846 2.42405551],[0.17424827 2.72706245],[-0.89899769  2.36391673],[-1.81264456  2.25520432],[0. 0.]
_104_2026083.png,[-0.53733906 -0.57682403],[0.98454936 0.1751073 ],[-0.4472103   0.40171674],[0.28154506 2.14248927],[-1.01630901  1.85150215],[-0.28755365  3.59227468],[-1.69871245  2.58540773],[1.27811159 2.84806867],[0.41030043 2.6832618 ],[0. 0.]
_104_2057860.png,[0.75182482 0.18248175],[0.01459854 0.45985401],[-0.76642336 -0.64233577],[-0.53284672  1.71532847],[-1.45985401  1.01459854],[-0.74452555  2.54744526],[-1.9270073   2.29927007],[-2.19708029  1.2919708 ],[-2.8540146   0.59854015],[0. 0.]
_104_2347616.png,[0.67543139 0.31635168],[-0.09613804  0.49876746],[-0.57929334 -0.81511915],[-0.99589154  1.67953985],[-1.82908792  0.66885785],[-1.27444536  2.40673788],[-1.72801972  1.78553821],[-2.63763353  0.73541495],[-3.12571898 -0.19391947],[0. 0.]
_104_2837646.png,[-0.19227144 -0.80395853],[0.81149859 0.58435438],[-0.61922714  0.21960415],[-0.48633365  1.90763431],[-1.54099906  1.27709708],[-1.52686145  2.7332705 ],[-2.52780396  1.63619227],[0.07917059 3.15457116],[-0.74081056  2.69651272],[0. 0.]
_104_3323385.png,[ 0.28423237 -0.80912863],[0.58298755 0.31120332],[-0.86721992  0.49792531],[1.51659751 1.56224066],[0.37759336 2.1659751 ],[2.4626556  2.10995851],[1.21161826 3.04356846],[0.60165975 3.00622407],[-0.37551867  3.46680498],[0. 0.]
_104_3366561.png,[ 0.65965233 -0.38426349],[0.33302836 0.50503202],[-0.9926807  -0.12076853],[0.60750229 1.97621226],[-0.64958829  1.71820677],[1.18664227 2.92040256],[-0.18298262  3.01921317],[-0.8115279   2.89021043],[-1.89295517  2.73376029],[0. 0.]
_104_3632644.png,[-0.75605536  0.26989619],[ 0.55709343 -0.83044983],[0.19896194 0.56055363],[1.93771626 0.63321799],[1.01384083 1.52595156],[3.19377163 1.8633218 ],[1.39273356 2.42387543],[ 3.10034602 -0.18685121],[2.64878893 0.65397924],[0. 0.]
_104_370645.png,[ 0.82601054 -0.03690685],[0.08787346 0.44288225],[-0.91388401 -0.4059754 ],[-0.03339192  1.87170475],[-1.21441125  1.43936731],[-0.04393673  2.77855888],[-1.23022847  2.79964851],[-1.9340949   1.83216169],[-2.73022847  1.29964851],[0. 0.]
_104_413033.png,[-0.29502762 -0.79447514],[0.73259669 0.68066298],[-0.43756906  0.11381215],[-0.90828729  1.85745856],[-1.83977901  0.9558011 ],[-2.58563536  3.12707182],[-2.98674033  1.1480663 ],[-0.12265193  3.13038674],[-0.88508287  2.61657459],[0. 0.]
_104_4687140.png,[-0.10307167 -0.77610922],[ 0.50102389 -0.14129693],[-0.39795222  0.91740614],[ 1.91399317 -0.13105802],[1.53515358 1.14880546],[ 2.80682594 -0.34197952],[3.1221843  1.13856655],[2.20477816 1.74061433],[1.80750853 2.56382253],[0. 0.]
_104_5396581.png,[-0.48376353 -0.70441299],[ 0.4429642  -0.29475437],[0.04079933 0.99916736],[ 1.78184846 -0.68942548],[2.11407161 0.58950874],[ 2.56619484 -1.25645296],[ 3.57035803 -0.05245629],[2.79600333 1.0041632 ],[2.69358868 1.98584513],[0. 0.]
_104_5738250.png,[-0.6995122  -0.38439024],[ 0.99804878 -0.06243902],[-0.29853659  0.44682927],[0.77853659 1.91317073],[-0.53268293  1.95414634],[0.72585366 3.22731707],[-1.16195122  2.81756098],[2.19804878 2.33756098],[1.26439024 2.4604878 ],[0. 0.]
_104_6048097.png,[ 0.80769231 -0.03846154],[0.11538462 0.42307692],[-0.92307692 -0.38461538],[0.04945055 1.60989011],[-1.1043956   1.37912088],[0.14835165 2.4010989 ],[-1.08791209  3.01098901],[-1.6978022   1.77472527],[-2.53846154  1.26373626],[0. 0.]
_104_6569241.png,[ 0.29090909 -0.76363636],[0.50909091 0.16363636],[-0.8  0.6],[1.84545455 0.9       ],[0.86363636 1.77272727],[2.93636364 1.17272727],[2.11818182 2.26363636],[0.91818182 2.48181818],[0.15454545 2.91818182],[0. 0.]
_104_6590147.png,[ 0.752 -0.136],[0.184 0.488],[-0.936 -0.352],[0.104 1.928],[-1.168  1.424],[0.24 2.68],[-0.864  2.752],[-1.792  1.856],[-2.696  1.328],[0. 0.]
_104_6777787.png,[ 0.22498174 -0.6771366 ],[0.56464573 0.06355004],[-0.78962747  0.61358656],[1.67129291 0.541271  ],[0.85829072 1.42001461],[2.56975895 0.66179693],[2.27173119 1.79254931],[1.19795471 2.16070124],[0.53615778 2.73046019],[0. 0.]
_104_7478281.png,[ 0.62983425 -0.53314917],[0.36464088 0.4281768 ],[-0.99447514  0.10497238],[0.9820442  1.65883978],[-0.26933702  1.88259669],[1.49585635 2.42127072],[0.48895028 2.79005525],[-0.62983425  2.53314917],[-1.65745856  2.50828729],[0. 0.]
_104_762888.png,[0.75340272 0.25940753],[-0.11369095  0.50920737],[-0.63971177 -0.76861489],[-0.80784628  1.59007206],[-1.73979183  0.77822258],[-1.01441153  2.4307446 ],[-2.35228183  2.08486789],[-2.42193755  0.83346677],[-2.9743795   0.01200961],[0. 0.]
_105_1570113.png,[-0.47731701 -0.3465071 ],[ 0.82605065 -0.56359588],[-0.34873365  0.91010298],[2.27344837 0.28597272],[0.82062343 2.17881993],[2.52685778 1.4670192 ],[2.12399109 1.96173114],[2.3444197  1.11591984],[1.64263846 1.96214862],[0. 0.]
_105_1907639.png,[-0.47154095 -0.31652013],[ 0.79176307 -0.61082832],[-0.32022212  0.92734845],[2.22512726 0.09370662],[0.91184637 2.04141601],[2.55969459 1.27510412],[2.19527996 1.70615456],[2.15849144 0.79824155],[1.5622397  1.64923646],[0. 0.]
_105_1974716.png,[-0.31846154 -0.46      ],[ 0.96 -0.28],[-0.64153846  0.74      ],[2.01230769 0.85538462],[0.06461538 2.22153846],[1.88769231 2.06      ],[1.32923077 2.30461538],[1.75846154 1.61692308],[0.88153846 2.17076923],[0. 0.]
_105_2121306.png,[ 0.4239625  -0.38108369],[0.43016683 0.90114435],[-0.85412933 -0.52006066],[-0.65724528  2.16930925],[-2.23852199  0.37212188],[-1.94485041  2.06424928],[-2.40190266  1.6067834 ],[-1.47125327  1.94098994],[-2.16696539  1.16048532],[0. 0.]
_105_2271341.png,[ 0.50831285 -0.31371982],[0.29622669 0.90761891],[-0.80453954 -0.59389909],[-0.84053781  1.93855718],[-2.22798901  0.03888969],[-2.11869308  1.78372127],[-2.34856152  1.32832153],[-1.54879283  1.6674859 ],[-2.14514963  0.82564696],[0. 0.]
_105_2534496.png,[-0.42202678 -0.26030454],[ 0.80861118 -0.5883434 ],[-0.38658441  0.84864794],[ 2.22827514e+00 -1.96902074e-03],[0.77986348 1.87883959],[2.52441586 1.13061171],[2.17393017 1.49763718],[2.34208454 0.79233395],[1.69506432 1.58112365],[0. 0.]
_105_3238077.png,[ 0.47524752 -0.24752475],[0.1980198  0.98019802],[-0.67326733 -0.73267327],[-1.24009901  1.8490099 ],[-2.25990099 -0.3490099 ],[-2.39851485  1.26485149],[-2.72277228  0.77227723],[-1.88861386  1.36386139],[-2.33415842  0.40841584],[0. 0.]
_105_3507143.png,[-0.08808914 -0.59795212],[0.96762536 0.12212016],[-0.87953621  0.47583195],[1.49028761 1.73663605],[-0.74943533  2.18973046],[0.96672188 2.81855142],[0.38668875 2.92742057],[1.01867189 2.27375395],[-0.03433218  2.46438789],[0. 0.]
_105_404131.png,[ 0.46433121 -0.29872611],[0.37643312 0.84012739],[-0.84076433 -0.54140127],[-0.72038217  1.92929936],[-2.29299363  0.19617834],[-1.93375796  1.85477707],[-2.26050955  1.40573248],[-1.4866242   1.77452229],[-2.10382166  0.99299363],[0. 0.]
_105_4748619.png,[ 0.30973342 -0.46385617],[0.65455673 0.72870428],[-0.96429014 -0.26484811],[-0.02058277  1.98598884],[-2.11816491  0.79305642],[-1.26596404  2.22256665],[-1.69373838  1.89522629],[-0.91704898  2.13477991],[-1.71531308  1.55523869],[0. 0.]
_105_5238023.png,[-0.57657174 -0.17087587],[ 0.54379366 -0.82858678],[0.03277808 0.99946265],[ 2.2219237  -0.46265449],[1.49650725 1.7869425 ],[2.75792585 0.73347663],[2.69344438 1.30010747],[2.53062869 0.36835035],[2.17839871 1.38232133],[0. 0.]
_105_5546774.png,[-0.60206897 -0.12482759],[ 0.43655172 -0.86137931],[0.16551724 0.9862069 ],[ 2.10413793 -0.65034483],[1.71724138 1.60689655],[2.84896552 0.48758621],[2.77655172 1.11862069],[2.54482759 0.13793103],[2.32965517 1.15586207],[0. 0.]
_105_5974914.png,[-0.15598465 -0.57240898],[0.99872048 0.03408166],[-0.84273584  0.53832732],[1.58950797 1.47946958],[-0.76701175  2.06676748],[0.84448063 2.50610678],[0.30359428 2.73153426],[0.91287658 2.04792369],[-0.05897406  2.29812725],[0. 0.]
_105_6048162.png,[ 0.27068319 -0.49524359],[0.7151917  0.66272701],[-0.98587489 -0.16748342],[0.15739406 2.13375613],[-1.95315653  1.01599885],[-1.1259729   2.35082156],[-1.61026232  2.09311041],[-0.71302969  2.16878063],[-1.60680311  1.62352263],[0. 0.]
_105_6344742.png,[-0.54426705 -0.287373  ],[ 0.7053701  -0.69956459],[-0.16110305  0.98693759],[ 2.25689405 -0.16835994],[1.2191582  1.96371553],[2.7808418  1.03628447],[2.41944848 1.4934688 ],[2.38606676 0.57184325],[1.90275762 1.53265602],[0. 0.]
_105_8692387.png,[-0.10045386 -0.55189107],[0.98517398 0.17155825],[-0.88472012  0.38033283],[1.40953101 1.68971256],[-0.95098336  2.00423601],[0.76913767 2.67140696],[0.17458396 2.69409985],[0.91119516 2.31331316],[-0.13403933  2.40816944],[0. 0.]
_105_9006610.png,[-0.39990743 -0.38903032],[ 0.91645452 -0.40013886],[-0.5165471   0.78916917],[2.13978246 0.56422125],[0.34887757 2.09199259],[2.21268225 1.70284656],[1.65864383 2.04929414],[1.89261745 1.27516779],[1.10703541 1.9336959 ],[0. 0.]
_105_961322.png,[-0.54504432  0.06913779],[ 0.14101531 -0.98388396],[0.40402901 0.91474617],[ 1.84818695 -1.37163578],[2.06430298 1.08734891],[ 2.80838034 -0.47332796],[2.90991136 0.13827558],[ 2.53086221 -0.74504432],[2.62707494 0.36309428],[0. 0.]
_105_969623.png,[ 0.2990461  -0.51780604],[0.68537361 0.6936407 ],[-0.98441971 -0.17583466],[0.13402226 2.20174881],[-1.97122417  1.10381558],[-1.04308426  2.6290938 ],[-1.50620032  2.28426073],[-0.63290938  2.28569157],[-1.5381558   1.78775835],[0. 0.]
_105_9824944.png,[ 0.21500843 -0.55564924],[0.7846543  0.58161889],[-0.99966273 -0.02596965],[0.52917369 2.25362563],[-1.72107926  1.52310287],[-0.45430017  2.98111298],[-1.07453626  2.73929174],[-0.17554806  2.51720067],[-1.18381113  2.153457  ],[0. 0.]
_106_1563467.png,[-0.55631542 -0.52295883],[ 0.7722261  -0.45345429],[-0.21591068  0.97641312],[1.85373343 0.7235171 ],[0.72198186 2.31416609],[2.91137474 0.96510816],[1.80893231 3.44131193],[2.17152826 1.96831821],[1.45847872 2.49546406],[0. 0.]
_106_1580011.png,[-0.66953417 -0.31829248],[ 0.65151761 -0.6815452 ],[0.01801656 0.99983769],[2.03781854 0.19785749],[1.21636098 2.01606882],[2.85148515 0.51485149],[2.4390521  2.73478331],[2.47898068 1.16685603],[1.97208245 1.90115241],[0. 0.]
_106_2472913.png,[-0.71426183 -0.31717104],[ 0.55024243 -0.66928607],[0.16401939 0.98645711],[ 1.98027086 -0.01671961],[1.51630162 2.03076409],[ 2.99849523 -0.01822438],[2.92576492 2.76759739],[2.74017723 1.18659087],[2.30680488 1.93797024],[0. 0.]
_106_2562542.png,[ 0.47766375 -0.40914579],[0.2752792  0.96136432],[-0.75294295 -0.55221853],[-0.53108965  2.15348627],[-1.80199215  0.41080592],[-1.528524    3.10926653],[-2.4077875   0.96951404],[-1.29082403  2.36537881],[-1.98943556  1.70027166],[0. 0.]
_106_3081949.png,[ 0.72053646 -0.21978206],[-0.12791282  0.99178541],[-0.59262364 -0.77200335],[-1.68751048  1.27694887],[-2.33176865 -0.69103101],[-2.6511316   1.71047779],[-3.86571668 -0.3766974 ],[-2.97502096  0.75389774],[-3.05398156 -0.15943001],[0. 0.]
_106_3221662.png,[ 0.3056 -0.6192],[0.69152 0.54336],[-0.99712  0.07584],[-0.13312  1.82784],[-1.972  1.404],[-0.48208  2.63856],[-2.79232  2.80224],[-1.12672  2.66304],[-1.94176  2.20032],[0. 0.]
_106_3486139.png,[ 0.27571305 -0.68193604],[0.72117545 0.6031115 ],[-0.9968885   0.07882455],[-0.01728608  1.89541919],[-1.97337943  1.34105445],[-0.17856525  2.80968021],[-2.71028522  2.67277442],[-1.17320657  2.61210026],[-1.90129646  2.16715644],[0. 0.]
_106_3499020.png,[ 0.63067068 -0.27480716],[-0.20904693  0.97790561],[-0.42162374 -0.70309844],[-1.46881945  1.82036868],[-1.77395738 -0.13871094],[-2.72466989  2.39495359],[-2.44698653  0.22918029],[-2.14930056  1.7972284 ],[-2.52856583  1.00104589],[0. 0.]
_106_3669535.png,[-0.74245672  0.11607585],[ 0.0801319  -0.86529266],[0.66232481 0.74921682],[ 1.66793075 -0.82572135],[2.21846661 0.85902721],[ 2.85358615 -0.92514427],[3.76768343 0.79670239],[ 2.83924155 -0.42456719],[2.87386645 0.43610882],[0. 0.]
_106_367934.png,[ 0.64733382 -0.26194302],[0.01709277 0.99985391],[-0.66442659 -0.73791088],[-1.10314098  1.93250548],[-2.01957633 -0.29043097],[-2.3027027   2.58378378],[-2.73265157  0.27976625],[-1.87406866  1.7339664 ],[-2.36844412  0.89203798],[0. 0.]
_106_3852380.png,[ 0.57894737 -0.42105263],[0. 1.],[-0.57894737 -0.57894737],[-1.15789474  2.15789474],[-1.89473684  0.36842105],[-2.44736842  3.13157895],[-2.44736842  0.81578947],[-1.92105263  2.28947368],[-2.42105263  1.57894737],[0. 0.]
_106_4066387.png,[ 0.30992057 -0.68447282],[0.52624202 0.85033484],[-0.83616259 -0.16586202],[0.0735088  2.35524062],[-1.59772621  1.12412397],[-0.55723408  3.71811244],[-1.75144059  1.9384831 ],[-0.56704563  2.81264601],[-1.40663448  2.4734465 ],[0. 0.]
_106_5481404.png,[ 0.40920134 -0.62906165],[0.5832068 0.7520498],[-0.99240814 -0.12298816],[-0.30822958  1.99331916],[-2.24825387  1.02171272],[-0.69723656  2.89523231],[-3.25265715  2.29304585],[-1.60142727  2.54312177],[-2.34208928  1.94184634],[0. 0.]
_106_5946295.png,[-0.77520351 -0.12586099],[ 0.32748904 -0.76831559],[0.44771446 0.89417658],[ 1.93268629 -0.43863494],[1.96649969 1.43519098],[ 3.11333751 -0.63587977],[3.48810269 1.75735755],[2.90012523 0.42360676],[2.65779587 1.24452098],[0. 0.]
_106_6797454.png,[-0.08043418 -0.74060674],[0.90648483 0.17701085],[-0.82605065  0.56359588],[0.91566936 1.76676872],[-0.99638185  2.17172279],[1.27553576 2.69273588],[-0.9742555   3.68341219],[0.27400501 2.92777623],[-0.67575842  2.85054272],[0. 0.]
_106_6907486.png,[ 0.1456869  -0.74217252],[0.74952077 0.66198083],[-0.89520767  0.08019169],[0.74472843 2.28178914],[-1.18370607  1.59265176],[0.49169329 3.80766773],[-1.16837061  2.40926518],[0.20127796 2.96805112],[-0.70351438  2.78785942],[0. 0.]
_106_8249093.png,[ 0.13648124 -0.73544631],[0.83117723 0.48318241],[-0.96765847  0.25226391],[0.30142303 2.05109961],[-1.68661061  1.84443726],[0.45666235 3.26196636],[-2.07470893  3.31727038],[-0.53298836  3.04269082],[-1.48965071  2.78072445],[0. 0.]
_106_8402030.png,[-0.30760319 -0.61723389],[0.99536568 0.0961622 ],[-0.68776249  0.52107169],[2.05416365 1.37610427],[-0.20072411  1.66502534],[2.75409124 2.60260681],[0.27632151 2.26632875],[1.88037654 1.98218682],[1.10224475 2.37842143],[0. 0.]
_106_9707127.png,[0.64839111 0.20245822],[-0.76771164  0.64079547],[ 0.11932054 -0.84325369],[-2.35492335  0.50365972],[-1.31998343 -1.29650601],[-3.83648667  0.14072642],[-2.09970998 -1.68885513],[-2.82433366  0.03632095],[-2.65778207 -0.849054  ],[0. 0.]
_106_9967929.png,[ 0.30384615 -0.68076923],[0.68550296 0.5352071 ],[-0.98934911  0.14556213],[0.1964497  1.85147929],[-1.88934911  1.34556213],[-0.01035503  2.52514793],[-2.52928994  2.59970414],[-0.93343195  2.40976331],[-1.7295858   2.02899408],[0. 0.]
_107_1037920.png,[-0.39489555 -0.3745302 ],[ 0.51367887 -0.61839   ],[-0.11878332  0.9929202 ],[ 1.55939166 -0.4964601 ],[0.91932523 1.90909885],[ 2.13206888 -0.10471113],[1.69993882 1.4788043 ],[2.27130496 0.55921685],[1.93750546 1.4929639 ],[0. 0.]
_107_1994559.png,[-0.46241892 -0.23826784],[ 0.90766883 -0.41968714],[-0.4452499   0.65795498],[1.90061045 0.4118657 ],[-0.06924838  1.68523464],[1.73979397 1.31724533],[0.37142312 2.18828691],[1.84452499 1.3842045 ],[1.05188859 2.00858451],[0. 0.]
_107_2234507.png,[-0.49991098 -0.17963326],[ 0.88873064 -0.45842977],[-0.38881965  0.63806302],[1.90671177 0.25565248],[0.05073883 1.60904397],[1.83941606 1.05839416],[0.50097917 2.02403418],[1.87947303 1.22342888],[1.11278262 1.90466441],[0. 0.]
_107_2382579.png,[ 0.17390494 -0.48070829],[0.47642125 0.87921715],[-0.65032619 -0.39850885],[-0.27036347  1.85023299],[-1.68732526 -0.0722274 ],[-1.13010252  1.70904007],[-2.12292637  0.37623486],[-1.29841566  1.87847158],[-1.97138863  1.14063374],[0. 0.]
_107_3959883.png,[ 0.39985917 -0.38014284],[-0.01418368  0.99989941],[-0.38567549 -0.61975656],[-1.16758877  1.6300171 ],[-1.47087818 -0.60617644],[-1.84599135  1.2847802 ],[-2.06870536 -0.31254401],[-2.03701841  1.21959561],[-2.3282366   0.28136002],[0. 0.]
_107_4255499.png,[ 0.28051143 -0.41669895],[0.30259589 0.95311895],[-0.58310732 -0.53641999],[-0.67900039  1.84463386],[-1.63211933 -0.35277024],[-1.45544363  1.60577296],[-2.22375048  0.05579233],[-1.65536614  1.67900039],[-2.20864006  0.83514142],[0. 0.]
_107_4458124.png,[ 0.13427523 -0.53365224],[0.6075203  0.79430415],[-0.74179553 -0.26065191],[0.00478362 2.01412838],[-1.67293359  0.33807988],[-0.80120147  2.14528869],[-2.0380465   0.93414173],[-0.90032262  2.1316053 ],[-1.68161086  1.49849816],[0. 0.]
_107_5108509.png,[ 0.5138009 -0.110181 ],[0.15950226 0.84954751],[-0.67330317 -0.73936652],[-0.49615385  1.78076923],[-1.96493213 -0.26357466],[-1.22104072  2.1581448 ],[-2.21877828  0.70565611],[-1.7239819   1.79638009],[-2.33484163  0.96832579],[0. 0.]
_107_5887441.png,[-0.50769231 -0.06153846],[ 0.73936652 -0.67330317],[-0.23167421  0.73484163],[ 1.91945701 -0.29140271],[0.43529412 1.54117647],[2.04434389 0.53122172],[1.04705882 1.78823529],[2.1438914  0.62171946],[1.62081448 1.43710407],[0. 0.]
_107_6535521.png,[ 0.17320944 -0.47682188],[0.79150136 0.21351013],[-0.9647108   0.26331176],[1.1567133  1.09239925],[-1.3609313   1.46074337],[1.059929   1.75485488],[-0.64554187  1.9524953 ],[0.42816872 2.1178743 ],[-0.52182084  2.18333681],[0. 0.]
_107_6846040.png,[ 0.27692442 -0.45636237],[0.72150463 0.40033165],[-0.99842905  0.05603072],[0.86341421 1.46177343],[-1.60979228  1.25074184],[0.62777099 2.0571653 ],[-1.02984814  1.9354163 ],[0.01928783 2.35459941],[-0.99319253  2.24279979],[0. 0.]
_107_7263618.png,[-0.5110097  -0.25008557],[ 0.88956075 -0.45681689],[-0.37855106  0.70690245],[1.91568739 0.51488876],[0.02464347 1.82920707],[1.91602966 1.47084997],[0.532915   2.43160297],[2.02350257 1.64266971],[1.22567028 2.2970907 ],[0. 0.]
_107_7294566.png,[ 0.0186398 -0.5743073],[ 8.00000000e-01 -1.60475029e-16],[-0.8186398  0.5743073],[1.42418136 0.87657431],[-0.74458438  1.90881612],[1.52846348 1.50680101],[0.07002519 2.1884131 ],[1.14760705 2.10075567],[0.21813602 2.45743073],[0. 0.]
_107_7611310.png,[-0.30256864 -0.43153233],[ 0.64340124 -0.50859167],[-0.3408326  0.940124 ],[ 1.63587245 -0.27342781],[0.4741364  1.95491585],[2.10115146 0.19344553],[1.29734278 1.65358725],[2.08786537 0.96138175],[1.58193091 1.76439327],[0. 0.]
_107_793266.png,[ 0.30851064 -0.44680851],[0.69148936 0.44680851],[-1.  0.],[0.78723404 1.56382979],[-1.70212766  1.21276596],[0.5        2.23404255],[-1.15957447  1.9787234 ],[-0.10638298  2.39361702],[-1.12765957  2.20212766],[0. 0.]
